target_word,context_sentence,target_level,block_id,sys_id,diversity_human,rank_human,sentence,level_human,sense_human,reject,ann_id
全然,作家と読者は、もういちど全然あたらしく地割りの協定をやり直す必要がある。,N1,10,2,High,1st,とはいえ、サルコジが「移民とナショナル・アイデンティティ省」設立構想を提示した際には、「そういう（ナショナル・アイデンティティという）表現はあまりにも曖昧で私は全然好きではない。,N1,Similar,FALSE,human_native_1
全然,作家と読者は、もういちど全然あたらしく地割りの協定をやり直す必要がある。,N1,10,2,High,1st,イエ、ダルトリーさん全然老人してなくて、元ファンでないながら尊敬にあたいするというか。,N1,Similar,FALSE,human_native_1
全然,作家と読者は、もういちど全然あたらしく地割りの協定をやり直す必要がある。,N1,10,2,High,1st,これなどは全然逆な事実を教えるものであるが、その目的は一に満州から日本の勢力を駆逐しようとするところにあったわけである」と述べている。,N1,Similar,FALSE,human_native_1
全然,作家と読者は、もういちど全然あたらしく地割りの協定をやり直す必要がある。,N1,10,2,High,1st,我々の中では全然重さが違う」と柔道界の論理を振りかざして今回の処分の妥当性を主張した。,N1,Similar,FALSE,human_native_1
全然,作家と読者は、もういちど全然あたらしく地割りの協定をやり直す必要がある。,N1,10,2,High,1st,一心不乱に仕事に取り組むのは良いけれど、まわりが全然見えてないね。,N1,Similar,FALSE,human_native_1
全然,作家と読者は、もういちど全然あたらしく地割りの協定をやり直す必要がある。,N1,10,3,Medium,3rd,彼女は全然教えたくなかったが、彼に自分の秘密を打ち明けた。,rejected,rejected,TRUE,human_native_1
全然,作家と読者は、もういちど全然あたらしく地割りの協定をやり直す必要がある。,N1,10,3,Medium,3rd,昨日の試合は全然予想外の結果だった。,N4,Similar,FALSE,human_native_1
全然,作家と読者は、もういちど全然あたらしく地割りの協定をやり直す必要がある。,N1,10,3,Medium,3rd,その映画は全然感動しなかった。,N5,Similar,FALSE,human_native_1
全然,作家と読者は、もういちど全然あたらしく地割りの協定をやり直す必要がある。,N1,10,3,Medium,3rd,新しいレストランは全然味気ない料理しか提供していなかった。,rejected,rejected,TRUE,human_native_1
全然,作家と読者は、もういちど全然あたらしく地割りの協定をやり直す必要がある。,N1,10,3,Medium,3rd,彼は全然遅刻しないと言っていたが、いつも遅れてくる。,N3,Similar,FALSE,human_native_1
相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N3,11,1,Medium,2nd,イスマーイールとシャイバーニー朝の君主ムハンマド・シャイバーニーは、書簡を通して互いに相手の信仰を非難しあい、1510年の秋にイスマーイールはホラーサーン地方に進軍した。,N1,Similar,FALSE,human_native_1
相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N3,11,1,Medium,2nd,ウクライナにおいては相手を罵倒する表現として「チェルノボグに殺されてしまえ」というものが残っている。,N1,Similar,FALSE,human_native_1
相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N3,11,1,Medium,2nd,宗教戦争では相手の宗教を冒涜し、罵倒することが行われる。,N1,Similar,FALSE,human_native_1
相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N3,11,1,Medium,2nd,戦争終結後、双方が捕虜を拘束し続けているとして相手を非難した。,N1,Similar,FALSE,human_native_1
相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N3,11,1,Medium,2nd,イギリスや、それと文化的なつながりの深い地域の人々の間では、手のひらを自分の方に向ける形でこのサインを示し、相手への敵対、挑発のジェスチャーとする。,N1,Similar,FALSE,human_native_1
相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N3,11,2,Low,3rd,このような複雑な状況下では、各国政府同士も互いに相手を非難したり牽制したりするなどして、緊張感を高めている。,N1,Similar,FALSE,human_native_1
相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N3,11,2,Low,3rd,（この文章での”相手”は会社）,rejected,rejected,TRUE,human_native_1
相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N3,11,2,Low,3rd,（この文章での”相手”は学校）,rejected,rejected,TRUE,human_native_1
相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N3,11,2,Low,3rd,（この文章での”相手”は温泉）,rejected,rejected,TRUE,human_native_1
相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N3,11,2,Low,3rd,（この文章での”相手”は服）,rejected,rejected,TRUE,human_native_1
相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N3,11,3,Medium,1st,彼は相手の発言に敏感に反応した。,N3,Similar,FALSE,human_native_1
相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N3,11,3,Medium,1st,相手を信頼できるかどうかを見極める必要がある。,N3,Similar,FALSE,human_native_1
相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N3,11,3,Medium,1st,相手の意見を尊重することが大切だ。,N3,Similar,FALSE,human_native_1
相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N3,11,3,Medium,1st,彼は相手の心情を理解しようとして努力した。,N3,Similar,FALSE,human_native_1
相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N3,11,3,Medium,1st,相手の弱点を突くことによって勝利を手にした。,N3,Similar,FALSE,human_native_1
合う,この段階では主鏡の位置合わせが行われておらず、焦点は合っていない。,N3,12,1,Medium,3rd,彼とは趣味が合うので、よく一緒に遊びます。,N3,Similar,FALSE,human_native_1
合う,この段階では主鏡の位置合わせが行われておらず、焦点は合っていない。,N3,12,1,Medium,3rd,食べ物と好みが合わない友人と一緒に食事するのは難しい。,N3,Similar,FALSE,human_native_1
合う,この段階では主鏡の位置合わせが行われておらず、焦点は合っていない。,N3,12,1,Medium,3rd,話し合いの結果、意見が合ったのでプロジェクトを進めることになった。,N3,Similar,FALSE,human_native_1
合う,この段階では主鏡の位置合わせが行われておらず、焦点は合っていない。,N3,12,1,Medium,3rd,二人の考え方が全く合わず、意見の対立が生じた。,N3,Similar,FALSE,human_native_1
合う,この段階では主鏡の位置合わせが行われておらず、焦点は合っていない。,N3,12,1,Medium,3rd,彼との意見が合わなくて、議論が続いている。,N3,Similar,FALSE,human_native_1
合う,この段階では主鏡の位置合わせが行われておらず、焦点は合っていない。,N3,12,2,High,2nd,私にはその人に合う洋服が分からない。,N3,Similar,FALSE,human_native_1
合う,この段階では主鏡の位置合わせが行われておらず、焦点は合っていない。,N3,12,2,High,2nd,彼と彼女は性格が合わない。,N3,Similar,FALSE,human_native_1
合う,この段階では主鏡の位置合わせが行われておらず、焦点は合っていない。,N3,12,2,High,2nd,彼女は服選びに時間がかかり、店員さんとも意見が合わなかった。,N3,Similar,FALSE,human_native_1
合う,この段階では主鏡の位置合わせが行われておらず、焦点は合っていない。,N3,12,2,High,2nd,ここまで来るのに時間がかかったけど、やっと自分に合う服を見つけたんだ。,N3,Similar,FALSE,human_native_1
合う,この段階では主鏡の位置合わせが行われておらず、焦点は合っていない。,N3,12,2,High,2nd,もし合わないところがあったら言ってね。,N3,Similar,FALSE,human_native_1
合う,この段階では主鏡の位置合わせが行われておらず、焦点は合っていない。,N3,12,3,Medium,1st,反射したビームの位相が合っているとき（上図）、結果生じるビームは比較的強くなる。,N1,Similar,FALSE,human_native_1
合う,この段階では主鏡の位置合わせが行われておらず、焦点は合っていない。,N3,12,3,Medium,1st,このように、実際にはピントが合っていてもいなくても点光源からの光が結像面上で結ぶ像は円形となり、この円のことを錯乱円と呼ぶ。,N1,Similar,FALSE,human_native_1
合う,この段階では主鏡の位置合わせが行われておらず、焦点は合っていない。,N3,12,3,Medium,1st,一方、下の写真では花の「シベ」の部分にしか焦点が合っておらず、花びらでさえ奥側と手前側はぼけている。,N1,Similar,FALSE,human_native_1
合う,この段階では主鏡の位置合わせが行われておらず、焦点は合っていない。,N3,12,3,Medium,1st,調整前の段階では、それぞれの主鏡を構成する18個のセグメントは位置や焦点が合っていないため、画像にはぼやけた18個の撮像が見られる。,N1,Similar,FALSE,human_native_1
合う,この段階では主鏡の位置合わせが行われておらず、焦点は合っていない。,N3,12,3,Medium,1st,被写界深度が深く、近景から遠景まですべてピントが合って見える。,N1,Similar,FALSE,human_native_1
時間,俺はそこで二時間ほど調べられた。,N3,13,1,High,2nd,だからホテルの部屋で2〜3時間ほどで書いたんだ」と語っている。,N3,Similar,FALSE,human_native_1
時間,俺はそこで二時間ほど調べられた。,N3,13,1,High,2nd,コルトーは「1日あたり午前中を中心に、5時間以内の練習をするように」と言ったという。,N3,Similar,FALSE,human_native_1
時間,俺はそこで二時間ほど調べられた。,N3,13,1,High,2nd,同じ頃、副官ピンチュはオーバーザルツベルクのベルクホーフに到着し、3時間待たされた後にヒトラーにヘスの書簡を見せた。,N1,Similar,FALSE,human_native_1
時間,俺はそこで二時間ほど調べられた。,N3,13,1,High,2nd,別室で3時間ほど取り調べられた。,N3,Similar,FALSE,human_native_1
時間,俺はそこで二時間ほど調べられた。,N3,13,1,High,2nd,それから僕は二時間半しゃべりにしゃべった。,N3,Similar,FALSE,human_native_1
時間,俺はそこで二時間ほど調べられた。,N3,13,2,Medium,3rd,僕はそこに一時間以上いた。,N2,Similar,FALSE,human_native_1
時間,俺はそこで二時間ほど調べられた。,N3,13,2,Medium,3rd,私はその店で三時間くらい過ごした。,N2,Similar,FALSE,human_native_1
時間,俺はそこで二時間ほど調べられた。,N3,13,2,Medium,3rd,彼は家から駅までの道を歩くのに、約四時間かかった。,N3,Similar,FALSE,human_native_1
時間,俺はそこで二時間ほど調べられた。,N3,13,2,Medium,3rd,私たちは今日、とても長い時間ここに座っていた。,N2,Similar,FALSE,human_native_1
時間,俺はそこで二時間ほど調べられた。,N3,13,2,Medium,3rd,僕は今までで一番長い待ち時間を過ごした。,N3,Not similar,FALSE,human_native_1
時間,俺はそこで二時間ほど調べられた。,N3,13,3,Medium,1st,電車遅延のおかげで、学校に着くのに１時間もかかってしまいました。,N3,Similar,FALSE,human_native_1
時間,俺はそこで二時間ほど調べられた。,N3,13,3,Medium,1st,昨日の新作映画の上映時間は2時間半でした。,N3,Similar,FALSE,human_native_1
時間,俺はそこで二時間ほど調べられた。,N3,13,3,Medium,1st,インターネットで一時間遊ぶつもりが、気がつけば４時間も経っていました。,N3,Similar,FALSE,human_native_1
時間,俺はそこで二時間ほど調べられた。,N3,13,3,Medium,1st,家族で海に行ったので、泳ぐのに３時間ほどかかりました。,N3,Similar,FALSE,human_native_1
時間,俺はそこで二時間ほど調べられた。,N3,13,3,Medium,1st,インターネットのサーバーがダウンしていて、復旧までしばらく時間がかかる見込みです。,N3,Not similar,FALSE,human_native_1
出す,音具とは音を出す道具のうち、音が出るが楽器とは言いにくい物のこと。,N3,14,1,Medium,2nd,彼は毎朝ランニングを出すことで健康を維持している。,rejected,rejected,TRUE,human_native_1
出す,音具とは音を出す道具のうち、音が出るが楽器とは言いにくい物のこと。,N3,14,1,Medium,2nd,私たちはプレゼンテーションで新製品を出す予定です。,rejected,rejected,TRUE,human_native_1
出す,音具とは音を出す道具のうち、音が出るが楽器とは言いにくい物のこと。,N3,14,1,Medium,2nd,彼女は急いで仕事の申請書を出しました。,N3,Not similar,FALSE,human_native_1
出す,音具とは音を出す道具のうち、音が出るが楽器とは言いにくい物のこと。,N3,14,1,Medium,2nd,弟はテストの結果に驚きを出しました。,rejected,rejected,TRUE,human_native_1
出す,音具とは音を出す道具のうち、音が出るが楽器とは言いにくい物のこと。,N3,14,1,Medium,2nd,家族で美味しい料理を出しながら楽しい時間を過ごしました。,rejected,rejected,TRUE,human_native_1
出す,音具とは音を出す道具のうち、音が出るが楽器とは言いにくい物のこと。,N3,14,2,High,1st,5電鳴楽器は、最終的に電磁気力によって音を出す楽器で、電気楽器と電子楽器に分けられる。,N5,Similar,FALSE,human_native_1
出す,音具とは音を出す道具のうち、音が出るが楽器とは言いにくい物のこと。,N3,14,2,High,1st,観客たちはそれぞれ叩いて音を出すための道具を持ちたいと考えるようになったのである。,N5,Similar,FALSE,human_native_1
出す,音具とは音を出す道具のうち、音が出るが楽器とは言いにくい物のこと。,N3,14,2,High,1st,有簧（リード）気鳴楽器は、一枚の薄板または一対の薄板に対して向けられた奏者の息によって音を出す楽器である。,N5,Similar,FALSE,human_native_1
出す,音具とは音を出す道具のうち、音が出るが楽器とは言いにくい物のこと。,N3,14,2,High,1st,広義には内部にぶら下げた舌（ぜつ）という分銅を振動させて音を出す器具も含めて「鐘」という。,N5,Similar,FALSE,human_native_1
出す,音具とは音を出す道具のうち、音が出るが楽器とは言いにくい物のこと。,N3,14,2,High,1st,縄文時代には既に土鈴（どれい）と呼ばれる音を出す用途を意図して作られた器物が存在した。,N5,Similar,FALSE,human_native_1
出す,音具とは音を出す道具のうち、音が出るが楽器とは言いにくい物のこと。,N3,14,3,Low,3rd,私は今日学校に持っていくものを出している。,N3,Not similar,FALSE,human_native_1
出す,音具とは音を出す道具のうち、音が出るが楽器とは言いにくい物のこと。,N3,14,3,Low,3rd,彼女は料理を作るためにいろいろな食材を出した。,N3,Not similar,FALSE,human_native_1
出す,音具とは音を出す道具のうち、音が出るが楽器とは言いにくい物のこと。,N3,14,3,Low,3rd,「出してくれ」,rejected,rejected,TRUE,human_native_1
出す,音具とは音を出す道具のうち、音が出るが楽器とは言いにくい物のこと。,N3,14,3,Low,3rd,「出さないでください」,rejected,rejected,TRUE,human_native_1
出す,音具とは音を出す道具のうち、音が出るが楽器とは言いにくい物のこと。,N3,14,3,Low,3rd,「出してくれる？」,rejected,rejected,TRUE,human_native_1
場合,この闘いは今日の場合では大概は容易ならぬ苦闘だからだ。,N3,15,1,High,1st,例4の場合でも、「（イ）に相当する10人の一部は、この薬のおかげで治ったかもしれない」という可能性が残る。,N1,Similar,FALSE,human_native_1
場合,この闘いは今日の場合では大概は容易ならぬ苦闘だからだ。,N3,15,1,High,1st,しかしながら、そのような存在に初めて直面した場合でも、簡単に受け入れられる。,N3,Similar,FALSE,human_native_1
場合,この闘いは今日の場合では大概は容易ならぬ苦闘だからだ。,N3,15,1,High,1st,これは団体戦の場合も同じである。,N3,Similar,FALSE,human_native_1
場合,この闘いは今日の場合では大概は容易ならぬ苦闘だからだ。,N3,15,1,High,1st,その場合には、おそらく、パルチザン達は持ちこたえられなかったであろう。,N3,Similar,FALSE,human_native_1
場合,この闘いは今日の場合では大概は容易ならぬ苦闘だからだ。,N3,15,1,High,1st,一旦屈服してしまい、他者の支配を許してしまい、独立が失われてしまうと、たいていの場合、その独立を回復することはかなり困難になる。,N1,Similar,FALSE,human_native_1
場合,この闘いは今日の場合では大概は容易ならぬ苦闘だからだ。,N3,15,2,Medium,2nd,彼女が結婚した場合、私たちは一緒に暮らさなければならない。,N3,Similar,FALSE,human_native_1
場合,この闘いは今日の場合では大概は容易ならぬ苦闘だからだ。,N3,15,2,Medium,2nd,彼と別れる場合、別れたほうがいい。,rejected,rejected,TRUE,human_native_1
場合,この闘いは今日の場合では大概は容易ならぬ苦闘だからだ。,N3,15,2,Medium,2nd,彼はその問題が解決されない場合、辞任することになる。,N3,Similar,FALSE,human_native_1
場合,この闘いは今日の場合では大概は容易ならぬ苦闘だからだ。,N3,15,2,Medium,2nd,彼女はあまり話さない方がいい場合もある。,rejected,rejected,TRUE,human_native_1
場合,この闘いは今日の場合では大概は容易ならぬ苦闘だからだ。,N3,15,2,Medium,2nd,雨が降った場合、傘を持って行くべきだ。,N3,Similar,FALSE,human_native_1
場合,この闘いは今日の場合では大概は容易ならぬ苦闘だからだ。,N3,15,3,Low,3rd,私たちが成功するかどうかは、チームの団結力による場合が非常に大きい。,rejected,rejected,TRUE,human_native_1
場合,この闘いは今日の場合では大概は容易ならぬ苦闘だからだ。,N3,15,3,Low,3rd,その商品を売るかどうかは、消費者の需要による場合が決め手となる。,rejected,rejected,TRUE,human_native_1
場合,この闘いは今日の場合では大概は容易ならぬ苦闘だからだ。,N3,15,3,Low,3rd,友達の結婚式に行くかどうかは、私のスケジュールによる場合だ。,rejected,rejected,TRUE,human_native_1
場合,この闘いは今日の場合では大概は容易ならぬ苦闘だからだ。,N3,15,3,Low,3rd,この仕事を引き受けるかどうかは、報酬の条件による場合があります。,rejected,rejected,TRUE,human_native_1
場合,この闘いは今日の場合では大概は容易ならぬ苦闘だからだ。,N3,15,3,Low,3rd,外出するかどうかは、天候の状況による場合もある。,rejected,rejected,TRUE,human_native_1
早い,一番早く人口が20万人に到達した都市であったと思われる。,N3,16,1,Low,2nd,地下1～3階には駐車場が整備されており、エレベータに自動車を乗り入れる方式の駐車場としては県下で最も早く作られたもののひとつである。,N1,Similar,FALSE,human_native_1
早い,一番早く人口が20万人に到達した都市であったと思われる。,N3,16,1,Low,2nd,2006年12月時点で1000万人を超える顧客を持ち、バングラデシュで最も早く普及した携帯電話ネットワークになっている。,N1,Similar,FALSE,human_native_1
早い,一番早く人口が20万人に到達した都市であったと思われる。,N3,16,1,Low,2nd,岡山県の鍾乳洞ではもっとも早く存在が認知されたといわれ、新見市内の洞窟群の中でも早くから開発が行われた。,N1,Similar,FALSE,human_native_1
早い,一番早く人口が20万人に到達した都市であったと思われる。,N3,16,1,Low,2nd,林口線で最も早く開設された駅の一つである。,N3,Similar,FALSE,human_native_1
早い,一番早く人口が20万人に到達した都市であったと思われる。,N3,16,1,Low,2nd,1532年にパナマから上陸したスペイン人の征服者フランシスコ・ピサロによって建設され、ペルーで最も早く建設されたヨーロッパ型の都市となった。,N1,Similar,FALSE,human_native_1
早い,一番早く人口が20万人に到達した都市であったと思われる。,N3,16,2,High,3rd,彼はいつも仕事が早い。,N5,Similar,FALSE,human_native_1
早い,一番早く人口が20万人に到達した都市であったと思われる。,N3,16,2,High,3rd,私の家は駅から歩いて5分で、便利で早い。,rejected,rejected,TRUE,human_native_1
早い,一番早く人口が20万人に到達した都市であったと思われる。,N3,16,2,High,3rd,彼女は頭が良くて物事の理解が早い。,N3,Similar,FALSE,human_native_1
早い,一番早く人口が20万人に到達した都市であったと思われる。,N3,16,2,High,3rd,電車の時間が近いので、早く行かないと。,N3,Similar,FALSE,human_native_1
早い,一番早く人口が20万人に到達した都市であったと思われる。,N3,16,2,High,3rd,夏が早く終わってしまったような気がします。,N3,Similar,FALSE,human_native_1
早い,一番早く人口が20万人に到達した都市であったと思われる。,N3,16,3,Low,1st,今日の朝、子供はいつもよりも早く起きた。,N3,Similar,FALSE,human_native_1
早い,一番早く人口が20万人に到達した都市であったと思われる。,N3,16,3,Low,1st,その映画はストーリーが非常に早く展開するので、飽きずに最後まで見ることができる。,N1,Similar,FALSE,human_native_1
早い,一番早く人口が20万人に到達した都市であったと思われる。,N3,16,3,Low,1st,「東京は最も早く人口が20万人に到達した都市であったと思われる」,N3,Similar,FALSE,human_native_1
早い,一番早く人口が20万人に到達した都市であったと思われる。,N3,16,3,Low,1st,「京都は日本の首都であるため、他の都市よりも早く人口が20万人に到達した可能性が高い」,N1,Similar,FALSE,human_native_1
早い,一番早く人口が20万人に到達した都市であったと思われる。,N3,16,3,Low,1st,最大の都市であり、本州からの移住者によって開拓されたため、他の都市よりも早く人口が20万人に到達した可能性が高い」,N1,Similar,FALSE,human_native_1
開く,当駅ではすべてのドアが開く。,N3,17,1,High,1st,会議は午後2時に始まる予定ですが、時間が遅れた場合には別の会議室が開く可能性があります。,N1,Similar,FALSE,human_native_1
開く,当駅ではすべてのドアが開く。,N3,17,1,High,1st,春になると公園には美しい花が開くので、散歩するのが楽しみです。,N3,Similar,FALSE,human_native_1
開く,当駅ではすべてのドアが開く。,N3,17,1,High,1st,パソコンの新しいソフトウェアをインストールするために、セットアップウィザードを開いてください。,N1,Similar,FALSE,human_native_1
開く,当駅ではすべてのドアが開く。,N3,17,1,High,1st,山の景色は美しく、眺めが開く。,rejected,rejected,TRUE,human_native_1
開く,当駅ではすべてのドアが開く。,N3,17,1,High,1st,今度のイベントで新しい交流のチャンスが開くかもしれない。,N3,Not similar,FALSE,human_native_1
開く,当駅ではすべてのドアが開く。,N3,17,2,Low,2nd,また、当駅に発着する井高野方面の列車は、今里筋線の途中駅で唯一、進行方向に向かって左側の扉が開く。,N1,Similar,FALSE,human_native_1
開く,当駅ではすべてのドアが開く。,N3,17,2,Low,2nd,無人駅であるが、ワンマン列車は全てのドアが開く。,N3,Similar,FALSE,human_native_1
開く,当駅ではすべてのドアが開く。,N3,17,2,Low,2nd,平日朝ラッシュ時の貝塚行きのみ全てのドアが開く。,N3,Similar,FALSE,human_native_1
開く,当駅ではすべてのドアが開く。,N3,17,2,Low,2nd,当駅は終日有人駅であるため諫早駅、島原駅と同様に2両編成ではホーム側の全てのドアが開く。,N1,Similar,FALSE,human_native_1
開く,当駅ではすべてのドアが開く。,N3,17,2,Low,2nd,6号線のホーム階は地下4階にあり、単式ホーム1面1線を有しており、電車の進行方向左側のドアが開く。,N1,Similar,FALSE,human_native_1
開く,当駅ではすべてのドアが開く。,N3,17,3,Medium,3rd,「開いている」という意味で使われます。,rejected,rejected,TRUE,human_native_1
開く,当駅ではすべてのドアが開く。,N3,17,3,Medium,3rd,電車内のすべてのドアが開きました。,N3,Similar,FALSE,human_native_1
開く,当駅ではすべてのドアが開く。,N3,17,3,Medium,3rd,開いている店は多い。,N5,Not similar,FALSE,human_native_1
開く,当駅ではすべてのドアが開く。,N3,17,3,Medium,3rd,開いたままにしておくべきだった。,N5,Similar,FALSE,human_native_1
開く,当駅ではすべてのドアが開く。,N3,17,3,Medium,3rd,「開かれた会議室で議論することによって、より良いアイデアや解決策を生み出すことができます。」,N2,Not similar,FALSE,human_native_1
持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N3,18,1,Medium,1st,何かを持っているときは、そのことしか考えられない。,N3,Similar,FALSE,human_native_1
持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N3,18,1,Medium,1st,私は彼女より多くのものを持っている。,N3,Not similar,FALSE,human_native_1
持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N3,18,1,Medium,1st,彼はいつも新しいゲームを持っている。,N3,Not similar,FALSE,human_native_1
持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N3,18,1,Medium,1st,右手で持っていたスプーンを左手でも持とうとしたら、うまくいかなかった。,N3,Similar,FALSE,human_native_1
持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N3,18,1,Medium,1st,今度は右手で持たないように気をつけてみたけど、やっぱり左手で持ってしまった。,N3,Similar,FALSE,human_native_1
持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N3,18,2,Low,3rd,彼は常に自信を持って行動します。,N3,Not similar,FALSE,human_native_1
持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N3,18,2,Low,3rd,学生たちはプロジェクトの責任を持ちます。,N3,Not similar,FALSE,human_native_1
持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N3,18,2,Low,3rd,私は多忙なスケジュールを持っています。,N3,Not similar,FALSE,human_native_1
持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N3,18,2,Low,3rd,彼は高い目標を持ち続けています。,N3,Not similar,FALSE,human_native_1
持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N3,18,2,Low,3rd,彼は常に自信を持って行動する。,N3,Not similar,FALSE,human_native_1
持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N3,18,3,Medium,2nd,寸軸のように太いペンでは5本全ての指で抱えて持つからである。,N2,Similar,FALSE,human_native_1
持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N3,18,3,Medium,2nd,牽制の触球は右手にミットを持つほうが素早く行うことができる。,N1,Similar,FALSE,human_native_1
持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N3,18,3,Medium,2nd,鉛筆で筆記する際には通常、削られていない部分で先端に近い部分を親指、人差し指、中指の3つの指で持つ。,N1,Similar,FALSE,human_native_1
持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N3,18,3,Medium,2nd,箸（はし）またはチョップスティックス（、）とは、二本一対になった棒状のものを片手で持つ食器のことであり、食べ物を挟んで移動させることが出来る。,N1,Similar,FALSE,human_native_1
持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N3,18,3,Medium,2nd,片刃のものが多く、右利き用の片刃包丁の場合、右手に包丁を持つと刃先は左側に偏る特徴がある。,N1,Similar,FALSE,human_native_1
汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,19,1,Low,1st,汚い服を着た古い男性が、ゴミ箱をあさっていた。,N3,Similar,FALSE,human_native_1
汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,19,1,Low,1st,子供たちは汚い水たまりで遊んでいるのがよく見かける。,rejected,rejected,TRUE,human_native_1
汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,19,1,Low,1st,パーティーの後、台所は汚い皿やカップで一杯だった。,N3,Similar,FALSE,human_native_1
汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,19,1,Low,1st,電車の中には、汚い座席や床が目についた。,N3,Similar,FALSE,human_native_1
汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,19,1,Low,1st,この地域の公園は、汚い壁で囲まれている。,N3,Similar,FALSE,human_native_1
汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,19,2,Low,3rd,あの路地はとても汚く、歩くのが怖かった。,N3,Similar,FALSE,human_native_1
汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,19,2,Low,3rd,貝の破片を敷き詰めた細い路地は、汚くて貧しい人々が住む場所に似ている。,N2,Similar,FALSE,human_native_1
汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,19,2,Low,3rd,「ここは本当に汚いんだ！,N5,Similar,FALSE,human_native_1
汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,19,2,Low,3rd,貝がらを敷いた細い汚い路地で、貧しい人々が住むような家並みだ。,N2,Similar,FALSE,human_native_1
汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,19,2,Low,3rd,街はとても汚かった。,N5,Similar,FALSE,human_native_1
汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,19,3,High,2nd,"カープの地元・旧広島市民球場時代は、平日に子供や女性が球場に来るというイメージはなく、汚い野次が飛び交う""男の世界""だった。",N1,Not similar,FALSE,human_native_1
汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,19,3,High,2nd,材木置き場みたいな汚い所なんや。,N3,Similar,FALSE,human_native_1
汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,19,3,High,2nd,ただ、駅施設は全般的に古く、汚いことが多い。,N3,Similar,FALSE,human_native_1
汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,19,3,High,2nd,ツェフェリンは心の代わりに石がある泥棒で、汚い家で一人暮らしをしている。,N2,Similar,FALSE,human_native_1
汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,19,3,High,2nd,こんな汚い団地」などと言われ、追い返されてしまう。,N3,Similar,FALSE,human_native_1
